transaction_id,user_id,timestamp,amount,merchant,location,device_id,is_fraud,flagged_fraud
105dd35c-7d12-4b6b-87b3-d329cfec1804,107187d9,2024-07-08 12:43:15,50.36,Bennett-Mcmillan,Nelsonview,6f2c4e,0,0
4e954929-e58b-4d2d-8d4c-3b8004251c71,8bd0d625,2024-09-14 10:49:42,84.25,Johnston-Mann,Stevenchester,3195a7,0,0
79d19c4e-1521-4d35-960f-1e2d21d72432,681f9515,2024-09-29 01:03:51,35.75,Freeman Inc,Michaelland,2f9256,0,0
f5141058-3138-4975-bbf3-3a349c2dfa97,76e51a12,2024-07-08 09:39:32,133.73,"Brown, Ray and Torres",Port Tamara,cdf322,0,0
0d08367e-f3d5-4737-9a71-504b8380d397,eb108621,2024-05-05 22:13:19,290.75,Crawford-Adams,Port Veronicamouth,e5dd74,0,0
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,34b34dcb,2024-06-27 11:08:02,356.84,"Melendez, Howard and Myers",Lake Austinstad,d67ea5,0,0
9d7d1756-3b4e-49f5-b2cd-9a0a840c5cb0,4ad5433b,2025-01-10 16:09:42,94.11,Cole-Johnson,East Justin,9764c0,0,0
b32d3c81-a8e5-4e05-b1b7-bd1ec0d52828,8be5199e,2025-03-29 20:23:43,228.11,Moore-Hill,East Gregoryside,252470,0,0
79900a27-6c7c-4eb7-8bb5-f24251057c35,404eb634,2024-10-18 02:06:37,250.81,"Salazar, Estrada and Acosta",Evansland,34402e,0,0
0331bd0d-13ba-4d24-bebb-527c1438e799,50cca99f,2024-06-12 11:24:13,7.38,"Mullen, Lester and Jones",Tuckershire,623026,0,0
db19de67-bc3a-4abb-a5aa-9765a8d3bb7d,e849c066,2024-09-12 20:31:56,539.46,Alvarado-Moody,New Elizabeth,1b6948,0,1
6b15c11b-b113-450b-9ea0-50c6eb9ed274,c94ee2f0,2024-12-23 22:19:04,167.67,Smith-Fisher,Smithburgh,081773,0,0
b3da5808-756e-467d-acab-8b695ba37cb5,e2696a73,2024-06-14 10:41:00,76.75,"Phelps, Brown and Wallace",Lake Patrick,adce74,0,0
a5dd2836-e65f-49fa-838c-2eafa8097a77,cc7e66de,2024-07-20 16:36:36,183.45,Hicks-Hughes,Richardsborough,06bc07,0,0
8ac35ac4-5dea-4737-bdab-3441d2c2a960,1c82780f,2025-02-09 13:13:48,122.11,"Chan, Silva and Crosby",Parkerborough,46adb7,0,0
1e7d8f7b-8d59-434d-84bd-604fb5502e2b,17664a5a,2024-07-21 21:50:13,106.41,Kelly Ltd,New Carrie,a7bd2d,0,0
3f30ea12-cebc-4264-9ad7-5b94663463e9,8f6a201a,2025-03-29 05:31:35,30.01,Brewer and Sons,Brandonfurt,cf3c36,0,0
1c8d23b4-4dea-4200-9593-83cf5d13a906,4b50045e,2024-11-08 17:29:06,10.03,Petersen LLC,New Paulfurt,845184,0,0
fabb6609-7de1-4a85-91c4-194a70c98336,5c699e1f,2024-12-05 01:01:06,379.81,Webster-Johnson,Osborneburgh,14a3a8,0,0
f1efa963-2dfc-4b9c-b94f-ebeff96277e5,e97c0337,2025-02-02 09:50:04,50.04,Moore-Cantu,Ricemouth,aa053a,0,0
f090f5a0-ce61-4199-ae3a-0ba8ac8d6c7d,d3d39ff9,2024-05-14 12:47:25,65.65,"Webb, Thompson and Bender",Port Kellyland,e0afe4,0,0
931414e8-510e-441f-be67-e8e90a88e6ca,698f3072,2025-02-25 00:42:54,107.18,Adkins LLC,New Melissatown,1e4577,0,0
e44cbd41-ce36-492a-98e9-d0aac1b6edd4,6d56ccd8,2025-01-24 04:45:03,267.41,Ross Ltd,Reillyport,a233ed,0,0
bda3c162-3a78-464a-9d86-80cbb90800f3,aa3961be,2024-11-22 11:41:54,103.72,"Phillips, Carter and Perkins",South David,139871,0,0
8494205c-34ef-4552-ab28-6d090af57e60,adc1e2f7,2024-10-22 17:02:28,159.66,Reed Group,South Cory,87311e,0,0
52965cf3-8b30-4b4c-aac9-6b60c0ac430a,c8880b2c,2024-06-06 23:54:10,214.65,Martinez-Williams,Bryantton,c1503d,0,0
30c9c51f-c80b-4af7-9315-fafa7500f785,3f068051,2024-08-23 14:16:56,69.07,"Hudson, Buck and Williams",Rosehaven,f3813e,0,0
f480b91e-700e-4efc-a4ff-c31a5b86ea69,7cdfa469,2024-12-01 00:42:47,142.51,Palmer PLC,East Joseph,c7e084,0,0
4572b385-9e32-4085-b24f-92b9ca0841de,2fc44d65,2025-02-28 04:15:08,79.86,"Galvan, Lee and Vasquez",Jorgeberg,5a9ba1,0,0
c161b06c-1397-4542-9e65-3990fecd0ded,e37355f3,2024-10-07 21:03:48,150.53,"Garcia, Perkins and Cuevas",West Brian,dec34e,0,0
54e14f3a-bba4-4ae0-adf8-f7672261ddef,1b435fdc,2024-10-21 23:36:42,11.71,Bird Ltd,Angelchester,d71c58,0,0
f4d375c1-a293-49fa-b240-d7a14027ab7d,5f9c041d,2025-03-10 21:23:41,322.8,Williams-Robinson,Lake Andrew,cd18c1,0,0
da743152-627b-41a1-bfd6-f23232ffe294,be3de265,2025-01-16 11:18:52,167.99,King-Watson,Wheelerport,d34de3,0,0
e7ba26ac-ab7a-4d1c-8cfe-f6833e11bafe,44482593,2024-05-27 07:50:35,10.73,"Kelly, Gonzalez and Brown",North Candacemouth,fd4768,0,0
fde91c42-002c-4c22-b4de-5f7070f81dba,34da1f50,2024-10-25 23:06:47,236.04,"Pham, Nguyen and Mccann",Sototon,919772,0,0
e869707c-bdcb-4ffc-8dfb-a4e996cbdafb,c5857b6b,2024-08-03 06:43:39,8.11,Hull and Sons,Leahbury,f466bb,0,0
32a447b2-ef04-457d-8dcc-c33aa9434aa0,8fa50e32,2025-02-26 11:04:09,56.33,"Valenzuela, Hinton and Jimenez",New Adamborough,06ee0a,0,0
1bad52a8-a976-4c4d-8c47-2187fea35d37,51ccaa40,2024-08-17 00:12:57,237.67,"Harvey, Bradley and Burns",North Denise,b3b175,0,0
0b398e89-f842-4163-9455-5290017c75c5,c87533e5,2024-10-23 17:32:45,0.64,"Berry, Atkins and Dickerson",Port Justin,ed1ff9,0,0
8486b704-0211-46ca-b863-af2d5e6ba460,5d5b0bd9,2025-02-08 13:13:02,3.67,Roberts Ltd,Lake Michellefort,7608a3,0,0
38c6430f-3b3e-47bd-bae9-6dd3a2209a31,5edce3b7,2025-03-06 14:04:53,60.56,Wilkins Ltd,West Michael,9e1be2,0,0
2ad11fe8-7d1b-495e-b1a0-449dd703262f,0e721365,2025-01-13 03:53:24,136.92,Cook-Fischer,North Larryshire,07487b,0,0
a46b6fce-e78d-447c-bd87-703472173fa3,d789c624,2024-06-10 01:17:15,74.06,Wood-Shepherd,South Aaronberg,d01426,0,0
f9da4f55-bef9-4394-928f-af652f068e12,19df5a16,2024-04-30 16:38:05,132.76,Mclaughlin-Smith,North Wendymouth,02e1f7,0,0
2448ef43-1566-4d1a-ad15-420ba2bc6715,59432577,2024-07-23 13:59:40,152.82,Kelley-Weeks,Port Ashleyborough,f8bdea,0,0
6c5540f0-cc9c-441c-8696-99010ddca788,f0657d73,2024-09-07 11:57:40,191.89,Villarreal and Sons,Kristinland,9bf8c5,0,0
15a905b4-08f6-4b3f-80c9-1cd8d9f8a24e,87e504ce,2024-12-14 03:39:34,15.1,"Anderson, Jennings and Miller",Crawfordborough,fa7a05,0,0
25e36ccd-dca5-44f2-91bf-c946205474fa,2d3b840d,2024-10-14 20:13:48,194.58,Williams-Carney,Collinsmouth,2756e9,0,0
7d8da92b-93ba-44a3-a3cd-8a4471e64bce,86403806,2024-12-13 00:21:41,228.58,"Williams, Solomon and Myers",Lake Jonathan,df524b,0,0
40a26c60-0d27-4659-b72a-da9b2f32751e,e15680e9,2024-08-30 01:46:05,160.68,"Jones, Green and Riggs",Phillipsburgh,507f73,0,0
d72b6108-2a40-4f12-b963-f37f67814c1f,42bd31c4,2024-04-27 13:01:24,397.65,"Baldwin, Kline and May",Kathrynburgh,fef18c,0,0
6d9c5b50-a1fd-4187-9c3a-1e0bb5f3f8aa,924d4a86,2024-09-23 13:44:23,239.73,Harmon-Smith,West Petertown,3a5c53,0,0
ae27d432-1dc1-47eb-b11c-767385351a69,3fa27ffd,2024-09-12 10:50:44,5.77,"Gilbert, Lewis and Smith",Grayton,2fe0f6,0,0
ff1b654d-6c65-459d-a2ef-1e217fb32568,49b04036,2024-09-09 17:52:54,7.73,Huber-Carroll,Port Patrickshire,66ea2e,0,0
1b552618-e57e-42d3-a3dd-e733b225574e,537356f2,2024-07-25 01:49:56,0.94,Cherry-Warren,Port Paul,7a7bf2,0,0
b93b17fb-f76d-45fd-bd16-45a0d253d966,d37d8533,2025-03-25 14:54:11,114.81,Holmes Ltd,Parkerville,90fca6,0,0
8e4c3ab5-6d5d-4477-adc2-9178a0411612,6610ba20,2024-05-01 01:54:06,197.14,"Alvarez, Fowler and Thompson",Stonetown,e2b4b0,0,0
7d2f4e58-b47a-4c5b-b0b3-901535102852,e648d7ae,2024-08-09 23:33:48,23.6,"Thompson, Medina and Dunlap",Lake Tammy,86b945,0,0
c81a5f0f-1b1b-4a94-b983-4d4b1c65f6bd,985d94c0,2025-01-29 23:53:33,147.47,Lee PLC,Harrismouth,77b06a,1,0
